market_id,year,company,share_percent,confidence,definition,publisher,source_title,source_date,source_kind,reliability,url,quote,verified,notes
crm,2021,Adobe,3.8,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Adobe 2021 3.8%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2022,Salesforce,22.9,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Salesforce 2022 22.9%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2022,Microsoft,5.8,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Microsoft 2022 5.8%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2022,Oracle,5.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Oracle 2022 5.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2022,SAP,4.7,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: SAP 2022 4.7%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2022,Adobe,3.6,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Adobe 2022 3.6%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2023,Salesforce,22.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Salesforce 2023 22.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2023,Microsoft,5.7,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Microsoft 2023 5.7%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2023,Oracle,4.7,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Oracle 2023 4.7%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2023,SAP,3.8,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: SAP 2023 3.8%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2023,Adobe,3.5,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Adobe 2023 3.5%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2024,Salesforce,20.7,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Salesforce 2024 20.7%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2024,Microsoft,5.2,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Microsoft 2024 5.2%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2024,Oracle,4.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Oracle 2024 4.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2024,Adobe,3.4,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Adobe 2024 3.4%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2024,SAP,3.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: SAP 2024 3.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2025,Salesforce,20,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Salesforce 2025 20.0%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2025,Oracle,4.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Oracle 2025 4.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2025,Microsoft,4,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Microsoft 2025 4.0%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2025,Adobe,3.4,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: Adobe 2025 3.4%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
crm,2025,SAP,3.1,reported,IDC CRM applications (Semiannual Software Tracker),CX Foundation (reporting IDC),"Salesforce Extends Its CRM Market Lead, Oracle Now Its Closest Competitor",2026-06-09,press,secondary,https://cxfoundation.com/news/salesforce-extends-crm-market-lead,CRM Market Share table: SAP 2025 3.1%,yes,"IDC figures; the CRM rows for 2011-2020 are Gartner's, which defines the market differently, so compare within one publisher."
databases,2004,Oracle,48.9,estimated,Gartner relational database (RDBMS) software revenue,Gartner,Gartner Says Worldwide Relational Database Market Increased 8 Percent in 2005,2006-05-24,analyst,secondary,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,,no,
databases,2004,IBM,22.4,estimated,Gartner relational database (RDBMS) software revenue,Gartner,Gartner Says Worldwide Relational Database Market Increased 8 Percent in 2005,2006-05-24,analyst,secondary,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,,no,
databases,2004,Microsoft,13.9,estimated,Gartner relational database (RDBMS) software revenue,Gartner,Gartner Says Worldwide Relational Database Market Increased 8 Percent in 2005,2006-05-24,analyst,secondary,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,,no,
databases,2005,Oracle,48.6,reported,Gartner relational database (RDBMS) software revenue,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,analyst,secondary,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",yes,
databases,2005,IBM,22,reported,Gartner relational database (RDBMS) software revenue,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,analyst,secondary,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",yes,
databases,2005,Microsoft,15,reported,Gartner relational database (RDBMS) software revenue,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,analyst,secondary,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",yes,
databases,2006,Oracle,47.1,reported,Gartner relational database (RDBMS) software revenue,Gartner,"Database Sales Grew By 14.2 Percent in 2006, Says Gartner",2007-06-25,analyst,secondary,https://www.itjungle.com/2007/06/25/tfh062507-story08/,,yes,
databases,2021,Microsoft,24,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,,yes,
databases,2021,AWS,23.9,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,,yes,
databases,2021,Oracle,20.6,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,,yes,
databases,2021,Google,6.5,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,,yes,
databases,2021,IBM,5.6,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,,yes,
erp,2012,SAP,24.6,reported,Gartner ERP software revenue,Gartner,worldwide market share Archives - Software Strategies Blog,2013,analyst,secondary,https://softwarestrategiesblog.com/tag/worldwide-market-share/,"SAP had just over $6B in total ERP software revenue in 2012, leading the worldwide market with 24.6% market share",yes,
foundation-model-apis,2023,OpenAI,50,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"OpenAI lost nearly half of its enterprise share, falling to 27% from 50% in 2023",yes,
foundation-model-apis,2023,Anthropic,12,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"We estimate Anthropic now earns 40% of enterprise LLM spend, up from 24% last year and 12% in 2023",yes,
foundation-model-apis,2023,Google,7,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Google also saw significant gains, increasing its enterprise share from 7% in 2023 to 21% in 2025.",yes,
foundation-model-apis,2024,OpenAI,34,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2024: The State of Generative AI in the Enterprise,2024-11-20,analyst,secondary,https://menlovc.com/2024-the-state-of-generative-ai-in-the-enterprise/,"OpenAI's early mover advantage has eroded somewhat, with enterprise market share dropping from 50% to 34%.",yes,
foundation-model-apis,2024,Anthropic,24,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"We estimate Anthropic now earns 40% of enterprise LLM spend, up from 24% last year and 12% in 2023",yes,
foundation-model-apis,2025,Anthropic,40,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Anthropic commands 40% enterprise LLM API market share, compared to 27% for OpenAI",yes,
foundation-model-apis,2025,OpenAI,27,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Anthropic commands 40% enterprise LLM API market share, compared to 27% for OpenAI",yes,
foundation-model-apis,2025,Google,21,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Google also saw significant gains, increasing its enterprise share from 7% in 2023 to 21% in 2025.",yes,
operating-systems,2009,Microsoft,77.9,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"Microsoft | 23,848 | 78.6 | 21,926 | 77.9 | 8.8",yes,
operating-systems,2009,IBM,7.7,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"IBM | 2,284 | 7.5 | 2,163 | 7.7 | 5.6",yes,
operating-systems,2009,HP,3.9,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"HP | 1,125 | 3.7 | 1,109 | 3.9 | 1.4",yes,
operating-systems,2009,Red Hat,1.8,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,Red Hat | 610 | 2.0 | 517 | 1.8 | 18.0,yes,
operating-systems,2009,Apple,1.6,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,Apple | 520 | 1.7 | 449 | 1.6 | 15.8,yes,
operating-systems,2010,Microsoft,78.6,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"Microsoft maintained its leading position in the overall OS market, with 78.6 percent market share",yes,
operating-systems,2010,IBM,7.5,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"The distant second- and third-place vendors were IBM and HP, with 7.5 percent and 3.7 percent share, respectively.",yes,
operating-systems,2010,HP,3.7,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"The distant second- and third-place vendors were IBM and HP, with 7.5 percent and 3.7 percent share, respectively.",yes,
operating-systems,2010,Oracle,2.6,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"Oracle | 780 | 2.6 | 10 | 0.0 | 7,682.8",yes,
operating-systems,2010,Red Hat,2,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,Red Hat | 610 | 2.0 | 517 | 1.8 | 18.0,yes,
operating-systems,2010,Apple,1.7,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,Apple | 520 | 1.7 | 449 | 1.6 | 15.8,yes,
security-software,2014,Symantec,17.2,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"Symantec | 3,690 | 17.2 | 3,738 | -1.3",yes,
security-software,2014,Intel (McAfee),8.5,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"Intel | 1,825 | 8.5 | 1,745 | 4.6",yes,
security-software,2014,IBM,6.9,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"IBM | 1,486 | 6.9 | 1,270 | 17.0",yes,
security-software,2014,Trend Micro,4.9,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"Trend Micro | 1,052 | 4.9 | 1,110 | -5.2",yes,
security-software,2014,EMC (RSA),3.7,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,EMC | 798.0 | 3.7 | 760 | 5.0,yes,
security-software,2015,Symantec,15.2,estimated,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 3.7 Percent in 2015,2016-07-14,analyst,secondary,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,,no,
security-software,2015,Intel (McAfee),7.9,estimated,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 3.7 Percent in 2015,2016-07-14,analyst,secondary,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,,no,
