market_id,year,value_usd_b,low,high,confidence,definition,publisher,source_title,source_date,source_kind,reliability,url,quote,verified,notes
crm,2020,69.3,,,reported,Gartner customer experience and relationship management (CX+CRM) software revenue,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,analyst,secondary,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,The CRM market grew 12.6% to $69.3 billion in 2020,yes,CX & relationship management scope; blog quoting paywalled Gartner report.
crm,2022,96.3,,,estimated,Gartner customer experience and relationship management (CX+CRM) software revenue,Gartner,"Market Share Analysis: Customer Experience and Relationship Management Software, Worldwide, 2022",2023-08-31,analyst,secondary,https://www.gartner.com/en/documents/4700599,The CRM market grew 14.0% to $96.3 billion in 2022,no,Public abstract of a paywalled report (see rule 7)
crm,2024,128,,,estimated,Gartner customer experience and relationship management (CX+CRM) software revenue,Gartner,"Market Share: Customer Experience and Relationship Management, Worldwide, 2024",2025-06-11,analyst,secondary,https://www.gartner.com/en/documents/6582102,"grew 13.4% in current USD terms, to $128 billion in 2024",no,"Public abstract of a paywalled report (see rule 7). Includes cross-CRM segments (CDP, VoC)"
databases,2005,13.8,,,estimated,Gartner relational database (RDBMS) software revenue,Gartner,Gartner Says Worldwide Relational Database Market Increased 8 Percent in 2005,2006-05-24,analyst,secondary,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,total software revenue totaled $13.8 billion in 2005,no,RDBMS only; excludes non-relational. Business Wire copy of the Gartner release
databases,2006,15.2,,,reported,Gartner relational database (RDBMS) software revenue,Gartner,"Database Sales Grew By 14.2 Percent in 2006, Says Gartner",2007-06-25,analyst,secondary,https://www.itjungle.com/2007/06/25/tfh062507-story08/,"grew by 14 percent in 2006, hitting $15.2 billion in sales",yes,RDBMS only. Secondary report (IT Jungle) of Gartner figures
databases,2018,46,,,reported,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner forecasts a cloudy future for the database market (SiliconANGLE),2019-07-01,press,secondary,https://siliconangle.com/2019/07/01/gartner-forecasts-cloudy-future-database-market/,2018 worldwide database management system (DBMS) revenue grew 18.4% to $46 billion,yes,DEFINITION CHANGE: full DBMS incl. cloud dbPaaS and non-relational; broader than the 2005-06 RDBMS rows
databases,2021,80,,80,estimated,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,Gartner: Microsoft #1 in Database Revenue; AWS Passes Oracle; Google Cloud Gains,2022-04-20,analyst,secondary,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,grew 22.3% in 2021 to nearly $80 billion,no,'Nearly $80B'. Secondary (Cloud Database Report newsletter citing Gartner). Sourced independently; it happens to match the template example
databases,2022,91,91,,estimated,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,"Market Share Analysis: Database Management Systems, Worldwide, 2022",2023-06-08,analyst,secondary,https://www.gartner.com/en/documents/4432699,saw strong growth of 14.4% to reach over $91 billion,no,'Over $91B'. Public abstract of a paywalled report (see rule 7)
databases,2023,103.2,,,estimated,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,"Market Share: Database Management Systems, Worldwide, 2023",2024-05-17,analyst,secondary,https://www.gartner.com/en/documents/5441963,"The DBMS market grew by 13.4% in 2023, reaching $103.2 billion",no,Public abstract of a paywalled report (see rule 7)
databases,2024,119.7,,,estimated,Gartner DBMS revenue incl. cloud dbPaaS and non-relational,Gartner,"Market Share Analysis: Database Management Systems, Worldwide, 2024",2025-06-13,analyst,secondary,https://www.gartner.com/en/documents/6588602,The DBMS market for 2024 grew 13.4% to reach over $119.7 billion,no,Public abstract of a paywalled report (see rule 7)
erp,2018,35,,,reported,Gartner ERP software revenue,Gartner,SAP Ranked No.1 in Gartner's Market Share Analysis by Revenue,2018,analyst,secondary,https://erpnews.com/sap-ranked-no-1-in-gartners-market-share-analysis-by-revenue/,grew 10% to a global market value of $35 billion in 2018,yes,"Secondary: SAP announcement quoting Gartner 'Market Share Analysis: ERP Software, Worldwide, 2018'. Date not shown on the page; 2019"
erp,2019,39,,39,estimated,Gartner ERP software revenue,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2019",2020-05-26,analyst,secondary,https://www.gartner.com/en/documents/3985627,grew 9% last year to a market size nearing $39 billion,no,'Nearing $39B'. Public abstract of a paywalled report (see rule 7)
erp,2020,40,,,estimated,Gartner ERP software revenue,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2020",2021-04-22,analyst,secondary,https://www.gartner.com/en/documents/4000842,The ERP software market grew 4% to a market size of $40 billion,no,Public abstract of a paywalled report (see rule 7)
erp,2022,44,,,estimated,Gartner ERP software revenue,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2022",2023-08-01,analyst,secondary,https://www.gartner.com/en/documents/4591199,The 2022 ERP software market grew 8% to a market size of $44 billion,no,Public abstract (see rule 7). The 2023 report restates 2022 as $45B
erp,2023,51,,,estimated,Gartner ERP software revenue,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2023",2024-06-21,analyst,secondary,https://www.gartner.com/en/documents/5525695,The 2023 ERP software market grew 13% to $51 billion (from $45 billion),no,Public abstract of a paywalled report (see rule 7)
erp,2024,66,,,estimated,"Gartner ERP software revenue (2024 edition, restated upward)",Gartner,"Market Share: Enterprise Resource Planning, Worldwide, 2024",2025-05-26,analyst,secondary,https://www.gartner.com/en/documents/6524002,grew by 11.3% to reach $66 billion in 2024 from $59 billion in 2023,no,DEFINITION CHANGE: this Gartner series puts 2023 at $59B vs $51B in the row above. Rebase or drop
foundation-model-apis,2025,12.5,,,reported,Menlo Ventures enterprise spend on foundation-model APIs,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,analyst,secondary,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,Foundation model APIs ($12.5 billion) power the intelligence behind all AI applications.,yes,Enterprise spend on model APIs; excludes consumer subscriptions (ChatGPT Plus etc.) and cloud inference/serving. Based on a survey of 495 US enterprise AI decision-makers (conducted 7–25 Nov 2025) plus a bottom-up model. Menlo restated total generative-AI spend to exclude inference: US$1.7B for 2023 and US$11.5B for 2024 (its 2024 report had said US$13.8B). The mid-2025 8.4 and 2024 3.5 are the earlier vintage.
games,2016,99.6,,,estimated,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,Newzoo: Global Games Market To Reach $99.6 Billion In 2016 (AListDaily),2016,analyst,secondary,https://www.alistdaily.com/digital/newzoo-global-games-market-reaches-99-6-billion/,"gamers worldwide will generate a total of $99.6 billion in revenues in 2016, an 8.5 percent increase from 2015",yes,"Same-year Newzoo estimate (no final restated figure found); consumer spend, excludes hardware and ads. Implied 2015 ≈91.8. Pre-2020 Newzoo methodology differs from current. Same-year estimate or forecast, not a final figure."
games,2017,108.9,,,estimated,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,The Global Standing of Video Games (MSU globalEDGE),2017,analyst,secondary,https://globaledge.msu.edu/blog/postamp/54524/the-global-standing-of-video-games,help the market value grow 7.8 percent to $108.9 billion in 2017,yes,"Same-year Newzoo estimate via secondary blog. Older methodology. Same-year estimate or forecast, not a final figure."
games,2019,152.1,,,estimated,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,World electronic gaming revenues to grow 9.6% to $152.1 billion in 2019 (Reuters via Euronews),2019-06-18,analyst,secondary,https://www.euronews.com/2019/06/18/world-electronic-gaming-revenues-to-grow-9-point-6-percent-to-152-point-1-billion-in-2019-report,The global video and electronic games market will generate $152.1 billion (£121 billion) in 2019,yes,"Same-year Newzoo estimate; later Newzoo vintages restated upward (cf. 2020: 159.3 forecast vs 177.8 restated). Same-year estimate or forecast, not a final figure."
games,2020,177.8,,,reported,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,2020 in video games (Wikipedia),2020,analyst,secondary,https://en.wikipedia.org/wiki/2020_in_video_games,Newzoo estimated the global market for video games in 2020 was $177.8 billion,yes,Secondary (Wikipedia citing Newzoo). Pre-2025 Newzoo methodology. Excludes hardware
games,2022,203.1,,,estimated,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,Newzoo: Global Gaming Market will surpass $200B in 2022 (GameDev Reports),2022,analyst,secondary,https://gamedevreports.substack.com/p/newzoo-global-gaming-market-will,Newzoo forecasts that by the end of 2022 the global gaming market will reach $203.1B,yes,"Same-year estimate; Newzoo later revised 2022 down (market declined). Use with caution. Same-year estimate or forecast, not a final figure."
games,2024,182.7,,,reported,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,Newzoo has once again revised its 2024 report - it's final now (GameDev Reports),2025,analyst,secondary,https://gamedevreports.substack.com/p/newzoo-has-once-again-revised-its,Newzoo’s final figure for 2024 is $182.7 billion (+3.2% YoY).,yes,Final restated value; replaces already-collected 177.9 (Q1'25 interim revision; original 184.3). Secondary newsletter summarising Newzoo.
games,2025,201.6,,,reported,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,Global games revenue breached $200B in 2025,2025,analyst,secondary,https://gamesbeat.com/global-games-revenue-breached-200b-in-2025-newzoo/,the titular market closed at $201.6 billion in 2025,yes,Secondary (GamesBeat) on a Newzoo quarterly update. Date not shown; 2026. Excludes hardware
games,2026,213.9,,,estimated,"Newzoo global games market (consumer spend, excl. hardware)",Newzoo,Global games market to reach $213.9 billion as player base hits 3.7 billion: Newzoo Report,2026,analyst,secondary,https://www.medianews4u.com/global-games-market-to-reach-213-9-billion-as-player-base-hits-3-7-billion-newzoo-report/,"The global games market is forecast to generate $213.9 billion in 2026, marking 6.1% year-on-year growth",yes,"6.1% growth implies 2025 base ≈201.6 - matches already-collected 2025=201.6 (newer vintage than 188.8). Secondary report. Same-year estimate or forecast, not a final figure."
operating-systems,2009,28.142,,,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"Total | 30,350 | 100.0 | 28,142 | 100.0 | 7.8",yes,Client + server OS vendor revenue (USD millions). Repost of Gartner press release.
operating-systems,2010,30.35,,,reported,Gartner operating system software vendor revenue (client + server),Gartner,Gartner Says Worldwide Operating System Software Market Grew to US$30.4 Billion in 2010 (PRWire reprint),2011-04-28,press,secondary,https://prwire.com.au/pr/22788/gartner-says-worldwide-operating-system-software-market-grew-to-us-30-4-billion-in-2010,"worldwide operating system (OS) revenue totaled $30.4 billion in 2010, a 7.8 percent increase from 2009",yes,Client + server OS vendor revenue.
security-software,2004,6.4,,,estimated,Gartner security software vendor revenue,Gartner,Growth of Worldwide Security Software Market (Source: Gartner Group press releases),2004,analyst,secondary,https://www.researchgate.net/figure/Growth-of-Worldwide-Security-Software-Market-Source-Gartner-Group-press-releases_fig1_256695271,nearly US$6.4 billion in 2004 to about US$17.7 billion in 2011,no,Secondary: academic paper figure citing Gartner releases. Publication date not shown on the page. 'Nearly $6.4B'
security-software,2009,14.8,,,reported,Gartner security software vendor revenue,Gartner,Gartner Says Security Software Market is Poised for 11 Percent Growth in 2010,2009,analyst,secondary,https://www.webwire.com/ViewPressRel.asp?aId=121439,an 11.3 percent increase from 2009 revenue of $14.8 billion,yes,Reprint of the Gartner release (webwire). Release date not shown on the page; 2010
security-software,2010,16.5,,,reported,Gartner security software vendor revenue,Gartner,Security software revenue grows 12% to USD 16.5 bln in 2010 (Telecompaper),2011,analyst,secondary,https://www.telecompaper.com/news/security-software-revenue-grows-12-to-usd-16-5-bln-in-2010--808027,"Worldwide security software revenue totalled USD 16.5 billion in 2010, a 12 percent increase from 2009 revenue of USD 14.7 billion",yes,Gartner vendor revenue (market share series). 2009 shown as 14.7 here vs 14.8 already collected (minor restatement).
security-software,2011,17.7,,,estimated,Gartner security software vendor revenue,Gartner,Growth of Worldwide Security Software Market (Source: Gartner Group press releases),2011,analyst,secondary,https://www.researchgate.net/figure/Growth-of-Worldwide-Security-Software-Market-Source-Gartner-Group-press-releases_fig1_256695271,nearly US$6.4 billion in 2004 to about US$17.7 billion in 2011,no,Secondary: academic paper figure citing Gartner releases. Publication date not shown on the page. 'About $17.7B'
security-software,2012,19,,,estimated,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 4.9 Percent in 2013,2014-06-10,analyst,secondary,https://www.gartner.com/en/newsroom/press-releases/2014-06-10-gartner-says-worldwide-security-software-market-grew-5-percent-in-2013,"$19.9 billion in 2013, a 4.9 percent increase from 2012 revenue of $19.0 billion",no,
security-software,2013,20.3,,,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"$21.4 billion in 2014, a 5.3 percent increase from 2013 revenue of $20.3 billion",yes,Restated figure; the 2014-06-10 release gave $19.9B for 2013
security-software,2014,21.4,,,reported,Gartner security software vendor revenue,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014 (reprint),2015-05-27,press,secondary,https://aseantechsec.com/gartner-says-worldwide-security-software-market-grew-5-3-percent-in-2014/,"$21.4 billion in 2014, a 5.3 percent increase from 2013 revenue of $20.3 billion",yes,
security-software,2015,22.1,,,reported,Gartner security software vendor revenue,Gartner,Global security software market grew 3.7% to $22.1 bn in 2015 (Forbes India),2016-07-14,press,secondary,https://www.forbesindia.com/article/special/global-security-software-market-grew-3.7-to-$22.1-bn-in-2015/43823/1,Worldwide security software revenue totaled $22.1 billion in 2015,yes,
security-software,2016,23.6,,,estimated,Gartner security software vendor revenue,Gartner,Market Share: Security Software Worldwide 2016 (research abstract),2017-04-28,analyst,secondary,https://www.gartner.com/en/documents/3698417,"The security software market grew 8.2% in 2016, touching $23.6 billion in revenue",no,Gartner public research abstract (flag). Vendor revenue series. Implied restated 2015 base ≈21.8. Last point of the vendor-revenue series found.
security-software,2017,32.1,,,estimated,"Gartner security software (market share reports, wider scope from 2017)",Gartner,"Market Share: Security Software, Worldwide, 2017",2018-07-24,analyst,secondary,https://www.gartner.com/en/documents/3883681,"The security software market grew 10.1% in 2017, touching $32.1 billion in revenue",no,Public abstract (see rule 7). LIKELY DEFINITION CHANGE: 10.1% growth implies a 2016 base of about $29B vs $22.1B for 2015
security-software,2022,61.4,,,estimated,"Gartner security software (market share reports, wider scope from 2017)",Gartner,"Market Share Analysis: Security Software, Worldwide, 2022",2023-09-26,analyst,secondary,https://www.gartner.com/en/documents/4781631,"The security software market grew 22.5%, reaching $61.4 billion in 2022",no,Public abstract of a paywalled report (see rule 7)
security-software,2024,95,,,estimated,"Gartner security software (market share reports, wider scope from 2017)",Gartner,"Market Share Analysis: Security Software, Worldwide, 2024",2025-08-04,analyst,secondary,https://www.gartner.com/en/documents/6807034,The security software market grew to $95.0 billion in 2024,no,Public abstract of a paywalled report (see rule 7)
security-software,2025,105.94,,,estimated,Gartner end-user spending on security software,Gartner,Gartner Forecasts Worldwide End-User Spending on Information Security to Total $213 Billion in 2025,2025-07-29,analyst,secondary,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,"Security Software | 94,960 | 105,940 | 121,154",no,End-user spending (USD millions; 2024/2025/2026). Same vintage as already-collected 2024=95.0. Published mid-2025 so kind=forecast; no post-year actual found.
security-software,2026,121.154,,,estimated,Gartner end-user spending on security software,Gartner,Gartner Forecasts Worldwide End-User Spending on Information Security to Total $213 Billion in 2025,2025-07-29,analyst,secondary,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,"Security Software | 94,960 | 105,940 | 121,154",no,End-user spending forecast.
