file,market_id,year,company,value,url,http_status,fetch_method,value_found,verbatim_quote_found,verdict,reason
market-sizes.csv,security-software,2014,,21.4,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched aseantechsec.com (Total 2014 = 21,422) and theregister.com (""totalled $21.4bn in 2014"")."
market-sizes.csv,security-software,2015,,22.1,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched securitybrief.co.nz and forbesindia.com (""grew 3.7% ... totaled $22.1 billion in 2015"")."
market-sizes.csv,security-software,2017,,32.1,https://www.gartner.com/en/documents/3883681,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet of same abstract matches quote. Likely definition change vs 2015-16 (flag kept)."
market-sizes.csv,security-software,2022,,61.4,https://www.gartner.com/en/documents/4781631,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet of same abstract matches quote."
market-sizes.csv,security-software,2024,,95.0,https://www.gartner.com/en/documents/6807034,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet of same abstract: ""grew to $95.0 billion in 2024, at a growth rate of 13.9%""."
market-sizes.csv,erp,2018,,35,https://erpnews.com/sap-ranked-no-1-in-gartners-market-share-analysis-by-revenue/,200,WebFetch,yes,yes,reported,"Read on fetched page (secondary; article date not shown)."
market-sizes.csv,erp,2019,,39,https://www.gartner.com/en/documents/3985627,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches (""nearing $39 billion""); fetched cargoson.com lists 2019 = $38.8B. Approximate."
market-sizes.csv,erp,2020,,40,https://www.gartner.com/en/documents/4000842,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches; fetched cargoson.com lists 2020 = $40B."
market-sizes.csv,erp,2022,,44,https://www.gartner.com/en/documents/4591199,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches; fetched cargoson.com lists 2022 = $44B."
market-sizes.csv,erp,2023,,51,https://www.gartner.com/en/documents/5525695,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches (""grew 13% to $51 billion (from $45 billion)""). CONFLICT: newer Gartner vintage puts 2023 at $59B (fetched cargoson.com; snippet of doc 6524002). Do not mix with the 2024=66 row; prefer 59 for a consistent 2023-24 series."
market-sizes.csv,erp,2024,,66,https://www.gartner.com/en/documents/6524002,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches (""grew by 11.3% to reach $66 billion in 2024 from $59 billion in 2023""); fetched cargoson.com lists 2024 = $66B."
market-sizes.csv,total-software,1980,,2.7,https://www.encyclopedia.com/history/dictionaries-thesauruses-pictures-and-press-releases/software-industry,200,WebFetch,yes,"partial (page wording: ""aggregate sales of $2.7 billion in 1980"")",reported,"Read on fetched page. Software products only; US-centric; low confidence per notes."
market-sizes.csv,total-software,1989,,30,https://www.encyclopedia.com/history/dictionaries-thesauruses-pictures-and-press-releases/software-industry,200,WebFetch,partial,yes,estimated,"Page says ""over $30 billion by the end of the decade"" (approximate lower bound, year imprecise)."
market-sizes.csv,total-software,1991,,52,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000706,403,"WebFetch 403; doi.org form redirects to same host; link.springer.com mirror redirects to login",no,no (page not retrieved),estimated,"Search snippet of this article: ""in 1991, the world packaged software market stood at US$52 billion"" (cites The Economist 1994). Tertiary citation."
market-sizes.csv,total-software,2001,,196,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000706,403,"WebFetch 403; doi.org and springer forms failed",no,"n/a (quote empty); supporting text from search snippet: ""by 2001 ... the world packaged software markets totaled US$196 billion""",drop,"Superseded per batch-2 notes: the OECD IT Outlook 2002 row replaces this source for the same figure. Keep that row, not this one."
market-sizes.csv,total-software,2022,,708.5,https://www.gartner.com/en/documents/4801931,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet of same abstract matches quote."
market-sizes.csv,total-software,2025,,1230,https://www.gartner.com/en/newsroom/press-releases/2024-10-23-gartner-forecasts-worldwide-it-spending-to-grow-nine-point-three-percent-in-2025,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),drop,"Superseded per notes by 2025 = 1,254.449 (Apr 2026 vintage). Also note fetched CIO.com reports this forecast as $1.24T, not $1.23T."
market-sizes.csv,total-software,2026,,1400,https://www.hpcwire.com/aiwire/2026/02/04/gartner-forecasts-worldwide-it-spending-to-grow-10-8-in-2026-totaling-6-15t/,403,"WebFetch 403; retried http:// 403; off-the-wire mirror 403",no,no (page not retrieved),drop,"Superseded by newer Gartner vintages (Apr 2026: 1,443.621; Jul 2026: ~1,470). Figure itself corroborated on fetched CIO.com: ""total software spending will remain above $1.4 trillion""."
market-sizes.csv,games,2020,,177.8,https://en.wikipedia.org/wiki/2020_in_video_games,200,WebFetch,yes,yes,reported,"Read on fetched page (Wikipedia citing Newzoo; secondary)."
market-sizes.csv,games,2024,,177.9,https://gamedevreports.substack.com/p/newzoo-the-gaming-market-in-2024,200,WebFetch,yes,yes,drop,"Superseded per notes by Newzoo final 2024 = 182.7. Page post date 2025-03-12."
market-sizes.csv,games,2025,,201.6,https://gamesbeat.com/global-games-revenue-breached-200b-in-2025-newzoo/,200,WebFetch,yes,yes,reported,"Read on fetched page. Article date 2026-06-18 (fills empty source_date)."
market-sizes.csv,foundation-model-apis,2024,,3.5,https://www.globenewswire.com/news-release/2025/07/31/3125037/0/en/Enterprise-LLM-Spend-Reaches-8-4B-as-Anthropic-Overtakes-OpenAI-According-to-New-Menlo-Ventures-Report-on-LLM-Market.html,200,WebFetch,yes,yes,reported,"Read on fetched page. Late-2024 run-rate from the earlier Menlo vintage; not strictly comparable with the 2025 = 12.5 full-year figure."
market-sizes.csv,foundation-model-apis,2025,,8.4,https://www.globenewswire.com/news-release/2025/07/31/3125037/0/en/Enterprise-LLM-Spend-Reaches-8-4B-as-Anthropic-Overtakes-OpenAI-According-to-New-Menlo-Ventures-Report-on-LLM-Market.html,200,WebFetch,yes,yes,drop,"Value is on the page, but it is a mid-2025 run-rate superseded for year 2025 by Menlo's full-year 12.5 (Dec 2025 report). Two 2025 points would conflict."
market-sizes.csv,total-software,1995,,88,https://web-archive-storage.oecd.org/aemint-web-archive-prod/web-archive/ef/ef110b408944567f5da51a6720e7dd242859136a8f2333c03b161d0f2c5f577b.pdf,200,"WebFetch 200 (1.9 MB PDF saved; compressed text streams not extractable, page rendering unavailable)",no,no (text not machine-readable),estimated,"Search snippet of this same PDF URL reproduces the quote exactly. Upgradeable to reported after a manual PDF check. OECD countries only (94% of world)."
market-sizes.csv,total-software,1996,,109.3,https://www.princeton.edu/~ina/internet/OECDinternetcommerce.PDF,200,"WebFetch 200 (PDF saved) then Read tool (text extracted)",yes,yes,reported,"Read on p.4 and p.9. TITLE CORRECTION: document is OECD DSTI/ICCP/IE(98)3/FINAL ""Measuring Electronic Commerce: International Trade in Software"" (dist. 30 Apr 1998), not ""Electronic Commerce: Prices and Consumer Issues"". Figure is IDC via US Industry and Trade Outlook 1998."
market-sizes.csv,total-software,1998,,72.098,https://www2.census.gov/programs-surveys/services/tables/2000/sas/sas00.pdf,200,"WebFetch 200 (PDF saved) then Read tool",yes,"partial (row read in Table 3.0.2: ""5112 Software publishers ... 88,042 80,959 72,098"")",reported,"Read on PDF p.18 (Table 3.0.2, employer firms, USD millions). SAS/00 issued Dec 2001. Employer+nonemployer (Table 3.0.1) = 72,544."
market-sizes.csv,total-software,2000,,88.042,https://www2.census.gov/programs-surveys/services/tables/2000/sas/sas00.pdf,200,"WebFetch 200 (PDF saved) then Read tool",yes,partial (same table row),reported,"Read on PDF p.18. 1999 = 80,959 also available. Employer+nonemployer 2000 = 88,625."
market-sizes.csv,total-software,2001,,196,https://www.oecd.org/content/dam/oecd/en/publications/reports/2002/06/information-technology-outlook-2002_g1gh2563/it_outlook-2002-en.pdf,200,"WebFetch 200 (2.7 MB PDF saved; text not extractable)",no,no (text not machine-readable),estimated,"Search snippet of this same PDF URL reproduces the quote. Upgradeable to reported after a manual PDF check."
market-sizes.csv,total-software,2005,,116.643,https://fred.stlouisfed.org/series/REVEF5112ALLEST,200,"WebFetch series page + fredgraph.csv",yes,"partial (CSV row ""2005-01-01,116643"")",reported,"Read in FRED CSV. Series last updated 2024-01-31; latest obs 2022."
market-sizes.csv,total-software,2009,,226,https://www.telecompaper.com/news/worldwide-enterprise-software-market-grows-8-5-in-2010--801910,200,WebFetch,yes,yes,reported,"Read on fetched page (secondary report of Gartner)."
market-sizes.csv,total-software,2010,,245,https://www.telecompaper.com/news/worldwide-enterprise-software-market-grows-8-5-in-2010--801910,200,WebFetch,yes,yes,reported,Read on fetched page.
market-sizes.csv,total-software,2010,,150.459,https://fred.stlouisfed.org/series/REVEF5112ALLEST,200,"WebFetch series page + fredgraph.csv",yes,partial (CSV row),reported,Read in FRED CSV.
market-sizes.csv,total-software,2012,,388.5,https://www.apmdigest.com/gartner-says-worldwide-software-market-grew-48-percent-in-2013,200,WebFetch,yes,yes,reported,Read on fetched page (repost of Gartner release).
market-sizes.csv,total-software,2013,,407.3,https://www.apmdigest.com/gartner-says-worldwide-software-market-grew-48-percent-in-2013,200,WebFetch,yes,yes,reported,Read on fetched page.
market-sizes.csv,total-software,2015,,222.852,https://fred.stlouisfed.org/series/REVEF5112ALLEST,200,"WebFetch series page + fredgraph.csv",yes,partial (CSV row),reported,Read in FRED CSV.
market-sizes.csv,total-software,2020,,350.136,https://fred.stlouisfed.org/series/REVEF5112ALLEST,200,"WebFetch series page + fredgraph.csv",yes,partial (CSV row),reported,Read in FRED CSV.
market-sizes.csv,total-software,2022,,453.549,https://fred.stlouisfed.org/series/REVEF5112ALLEST,200,"WebFetch series page + fredgraph.csv",yes,partial (CSV row),reported,Read in FRED CSV (latest observation).
market-sizes.csv,total-software,2023,,785.1,https://www.gartner.com/en/documents/5367363,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet matches (""$785.1 billion in 2023, with an 11.0% year-over-year growth""). TITLE CORRECTION: search index lists doc 5367363 as ""Market Share: All Software Markets, Worldwide, 2023""."
market-sizes.csv,total-software,2024,,553.451,https://fred.stlouisfed.org/series/IPUJN5112T300000000,200,"WebFetch series page + fredgraph.csv",no,no,drop,"CONTRADICTED by current vintage: FRED now shows 2024 = 588,578.441 (series updated 2026-08-31); 2025 = 672,741.186; 2022 = 456,408.324. Also a different concept (BLS sectoral output) from the Census revenue series."
market-sizes.csv,total-software,2025,,1254.449,https://www.gartner.com/en/newsroom/press-releases/2026-04-22-gartner-forecasts-worldwide-it-spending-to-grow-13-point-5-percent-in-2026-totaling-6-point-31-trillion-dollars,403,"WebFetch 403; businesswire mirror 403",no,no (page not retrieved),estimated,"Corroborated on fetched Yahoo Finance reprint: ""Software | 1,254,449 | 12.8 | 1,443,621 | 15.1"". End-user spending, not vendor revenue."
market-sizes.csv,total-software,2026,,1443.621,https://www.gartner.com/en/newsroom/press-releases/2026-04-22-gartner-forecasts-worldwide-it-spending-to-grow-13-point-5-percent-in-2026-totaling-6-point-31-trillion-dollars,403,"WebFetch 403; businesswire mirror 403",no,no (page not retrieved),drop,"Value corroborated (Yahoo Finance) but superseded per notes by the Jul 2026 vintage: fetched Dataconomy ""Software spending is forecast to rise 15.5% to $1.47 trillion"" (secondary). Replace with 2026 = 1470, estimated."
market-sizes.csv,crm,2014,,23.2,https://www.forbes.com/sites/louiscolumbus/2015/05/22/gartner-crm-market-share-update-47-of-all-crm-systems-are-saas-based-salesforce-accelerates-lead/,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Search snippet: ""from $20.4 billion in 2013 to $23.2 billion in 2014"". Restated to 23.4 in the 2016 release (fetched idm.net.au)."
market-sizes.csv,crm,2015,,26.3,https://www.forbes.com/sites/louiscolumbus/2016/05/28/2015-gartner-crm-market-share-analysis-shows-salesforce-in-the-lead-growing-faster-than-market/,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched idm.net.au reprint: ""totaled $US26.3 billion in 2015, up 12.3 percent from 23.4 billion in 2014""."
market-sizes.csv,crm,2019,,61.6,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page (blog quoting Gartner; secondary).
market-sizes.csv,crm,2020,,69.3,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-sizes.csv,security-software,2010,,16.5,https://www.telecompaper.com/news/security-software-revenue-grows-12-to-usd-16-5-bln-in-2010--808027,200,WebFetch,yes,yes,reported,"Read on fetched page (2009 restated there as 14.7)."
market-sizes.csv,security-software,2014,,21.276,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),drop,"Restated 2014 table value not found on any fetched page or search snippet; duplicates the 2014 point already corroborated at 21.4 by two fetched pages."
market-sizes.csv,security-software,2016,,23.6,https://www.gartner.com/en/documents/3698417,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Search snippet of same abstract matches quote."
market-sizes.csv,security-software,2023,,76.574,https://www.gartner.com/en/newsroom/press-releases/2024-08-28-gartner-forecasts-global-information-security-spending-to-grow-15-percent-in-2025,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"WEAK: table row not visible on any fetched page. Same table's 2025 column (100,692) is consistent with fetched cybersecuritydive.com (""increase 15% to nearly $101 billion in 2025""). End-user spending series."
market-sizes.csv,security-software,2025,,105.94,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched cxotoday.com reprint: ""Security Software | 94,960 | 105,940 | 121,154""."
market-sizes.csv,security-software,2026,,121.154,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched cxotoday.com reprint (same row). Forecast."
market-sizes.csv,erp,2011,,23.3,https://tadviser.com/index.php/Article:ERP_systems_(global_market),404,"WebFetch 404; retried with %28 %29 encoding 404",no,no (page not retrieved),estimated,"Search snippet of this same page reproduces the sentence (license-sales revenue). Scope ambiguous; not comparable with 2018+ series."
market-sizes.csv,operating-systems,2009,,28.142,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched prwire.com.au reprint of the same Gartner release (Total 2009 = $28,142M)."
market-sizes.csv,operating-systems,2010,,30.35,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched prwire.com.au (Total 2010 = $30,350M; headline US$30.4B)."
market-sizes.csv,games,2016,,99.6,https://www.alistdaily.com/digital/newzoo-global-games-market-reaches-99-6-billion/,200,WebFetch,yes,yes,reported,Read on fetched page (same-year Newzoo estimate).
market-sizes.csv,games,2017,,108.9,https://globaledge.msu.edu/blog/postamp/54524/the-global-standing-of-video-games,200,WebFetch,yes,yes,reported,Read on fetched page.
market-sizes.csv,games,2019,,152.1,https://www.euronews.com/2019/06/18/world-electronic-gaming-revenues-to-grow-9-point-6-percent-to-152-point-1-billion-in-2019-report,200,WebFetch,yes,yes,reported,Read on fetched page.
market-sizes.csv,games,2022,,203.1,https://gamedevreports.substack.com/p/newzoo-global-gaming-market-will,200,WebFetch,yes,yes,reported,"Read on fetched page (forecast; Newzoo later revised 2022 down)."
market-sizes.csv,games,2024,,182.7,https://gamedevreports.substack.com/p/newzoo-has-once-again-revised-its,200,WebFetch,yes,"partial (page: ""After all revisions, Newzoo's final figure for 2024 is $182.7 billion (+3.2% YoY)."")",reported,"Read on fetched page. Post date 2025-06-26."
market-sizes.csv,games,2025,,188.8,https://gamedevreports.substack.com/p/newzoo-the-games-market-in-2025,200,WebFetch,yes,yes,drop,"Value is on the page (post 2025-09-09) but superseded per notes by Newzoo final 2025 = 201.6."
market-sizes.csv,games,2026,,213.9,https://www.medianews4u.com/global-games-market-to-reach-213-9-billion-as-player-base-hits-3-7-billion-newzoo-report/,200,WebFetch,yes,yes,reported,"Read on fetched page. Article date 2026-09-11. Forecast."
market-sizes.csv,media-streaming,2024,,20.4,https://www.musicweek.com/labels/read/ifpi-global-music-report-2025-paid-streaming-lifts-the-market-but-overall-revenue-growth-slows/091626,200,WebFetch,yes,yes,reported,"Read on fetched page. The paid-subscription dollar figure (15.2) in notes is NOT on this page."
market-sizes.csv,media-streaming,2025,,22,https://www.musicweek.com/labels/read/ifpi-global-recorded-music-revenue-up-6-in-2025-as-industry-embraces-the-future-on-ai/093789,200,WebFetch,partial,yes,estimated,"Page says ""surpassed $22 billion"" (lower bound); page gives total recorded music 2025 = $31.7B, so 69.6% implies ~22.1."
market-sizes.csv,foundation-model-apis,2025,,12.5,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page (primary: Menlo Ventures).
market-sizes.csv,ai-coding-assistants,2024,,0.55,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,"Read on fetched page: ""The sharp jump from $550M to $4B in 2025 reflects a shift in capability""."
market-sizes.csv,ai-coding-assistants,2025,,4.0,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,crm,2013,Salesforce,16.1,https://www.gartner.com/en/newsroom/press-releases/2014-05-06-gartner-says-customer-relationship-management-software-market-grew-13-percent-in-2013,403,"WebFetch 403; alt forms 403; archive not permitted",no,"n/a (quote empty); found on workflowotg.com: ""Salesforce.com continued to be the largest vendor overall in the CRM market with 16.1 percent of the market""",estimated,"Corroborated on fetched reprint workflowotg.com (table: Salesforce $3,290.3M, 16.1%)."
market-shares.csv,databases,2004,Oracle,48.9,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,"n/a (quote empty); search snippet: ""Oracle held 48.6% market share in 2005 (down from 48.9% in 2004)""",estimated,"Search snippet only. CONFLICT (methodology): fetched rcpmag.com (May 2005, old Gartner method) gives 2004 Oracle 33.7%, IBM 34.1%; the 2006 release restated 2004 under new method. Use one vintage."
market-shares.csv,databases,2004,IBM,22.4,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,"n/a (quote empty); search snippet: ""IBM held 22.0% in 2005 (down from 22.4% in 2004)""",estimated,"Search snippet only; see methodology conflict on Oracle 2004 row."
market-shares.csv,databases,2004,Microsoft,13.9,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,"n/a (quote empty); search snippet: ""Microsoft held 15.0% in 2005 (up from 13.9% in 2004)""",estimated,"Search snippet only; see methodology conflict on Oracle 2004 row."
market-shares.csv,databases,2005,Oracle,48.6,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,n/a (quote empty),drop,"Duplicate of batch-2 row (same value) read on fetched sellingpower.com; keep that row. Note: Gartner's 2007 release restated Oracle 2005 to 46.8% (fetched computerworld.com)."
market-shares.csv,databases,2005,IBM,22.0,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,n/a (quote empty),drop,"Duplicate of batch-2 sellingpower.com row (reported). 2007 release restated IBM 2005 to 22.1%."
market-shares.csv,databases,2005,Microsoft,15.0,https://www.businesswire.com/news/home/20060524005618/en/Gartner-Worldwide-Relational-Database-Market-Increased-8,403,"WebFetch 403; retried http:// 403",no,n/a (quote empty),drop,Duplicate of batch-2 sellingpower.com row (reported).
market-shares.csv,databases,2006,Oracle,47.1,https://www.itjungle.com/2007/06/25/tfh062507-story08/,200,WebFetch,yes,"n/a (quote empty); found: ""representing an impressive 47.1 percent share of the relational database market worldwide""",reported,Read on fetched page (secondary).
market-shares.csv,databases,2021,Microsoft,24.0,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,200,WebFetch,yes,n/a (quote empty); page lists Microsoft 24.0% for 2021,reported,Read on fetched page (secondary newsletter citing Gartner).
market-shares.csv,databases,2021,AWS,23.9,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,200,WebFetch,yes,n/a (quote empty); page lists AWS 23.9%,reported,Read on fetched page.
market-shares.csv,databases,2021,Oracle,20.6,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,200,WebFetch,yes,n/a (quote empty); page lists Oracle 20.6%,reported,Read on fetched page.
market-shares.csv,databases,2021,Google,6.5,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,200,WebFetch,yes,n/a (quote empty); page lists Google 6.5%,reported,Read on fetched page.
market-shares.csv,databases,2021,IBM,5.6,https://clouddb.substack.com/p/gartner-microsoft-1-in-database-revenue,200,WebFetch,yes,n/a (quote empty); page lists IBM 5.6%,reported,Read on fetched page.
