market_id,year,value_usd_b,low,high,kind,publisher,source_title,source_date,url,quote,notes,batch
security-software,2022,61.4,,,actual,Gartner,"Market Share Analysis: Security Software, Worldwide, 2022",2023-09-26,https://www.gartner.com/en/documents/4781631,"The security software market grew 22.5%, reaching $61.4 billion in 2022",Public abstract of a paywalled report (see rule 7),1
security-software,2024,95.0,,,actual,Gartner,"Market Share Analysis: Security Software, Worldwide, 2024",2025-08-04,https://www.gartner.com/en/documents/6807034,The security software market grew to $95.0 billion in 2024,Public abstract of a paywalled report (see rule 7),1
erp,2018,35,,,actual,Gartner,SAP Ranked No.1 in Gartner's Market Share Analysis by Revenue,,https://erpnews.com/sap-ranked-no-1-in-gartners-market-share-analysis-by-revenue/,grew 10% to a global market value of $35 billion in 2018,"Secondary: SAP announcement quoting Gartner 'Market Share Analysis: ERP Software, Worldwide, 2018'. Date not shown on the page; 2019",1
erp,2019,39,,39,actual,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2019",2020-05-26,https://www.gartner.com/en/documents/3985627,grew 9% last year to a market size nearing $39 billion,'Nearing $39B'. Public abstract of a paywalled report (see rule 7),1
erp,2020,40,,,actual,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2020",2021-04-22,https://www.gartner.com/en/documents/4000842,The ERP software market grew 4% to a market size of $40 billion,Public abstract of a paywalled report (see rule 7),1
erp,2022,44,,,actual,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2022",2023-08-01,https://www.gartner.com/en/documents/4591199,The 2022 ERP software market grew 8% to a market size of $44 billion,Public abstract (see rule 7). The 2023 report restates 2022 as $45B,1
erp,2023,51,,,actual,Gartner,"Market Share Analysis: ERP Software, Worldwide, 2023",2024-06-21,https://www.gartner.com/en/documents/5525695,The 2023 ERP software market grew 13% to $51 billion (from $45 billion),Public abstract of a paywalled report (see rule 7),1
erp,2024,66,,,actual,Gartner,"Market Share: Enterprise Resource Planning, Worldwide, 2024",2025-05-26,https://www.gartner.com/en/documents/6524002,grew by 11.3% to reach $66 billion in 2024 from $59 billion in 2023,DEFINITION CHANGE: this Gartner series puts 2023 at $59B vs $51B in the row above. Rebase or drop,1
total-software,1980,2.7,,,actual,Encyclopedia.com (Dictionary of American History),Software Industry,,https://www.encyclopedia.com/history/dictionaries-thesauruses-pictures-and-press-releases/software-industry,$2.7 billion in 1980 to over $30 billion by the end,"Software PRODUCTS (packaged) only, not services. Probably US-centric. Low confidence",1
total-software,1989,30,30,,actual,Encyclopedia.com (Dictionary of American History),Software Industry,,https://www.encyclopedia.com/history/dictionaries-thesauruses-pictures-and-press-releases/software-industry,$2.7 billion in 1980 to over $30 billion by the end,'Over $30B by the end of the decade'. Software products only. Probably US-centric. Low confidence,1
total-software,1991,52,,,actual,The Economist (cited in EJIS paper),Locating packaged software in information systems research,,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000706,"In 1991, the world packaged software market stood at US$52 billion",Packaged software only. Secondary citation of Economist 1994,1
total-software,2001,196,,,actual,OECD (cited in EJIS paper),Locating packaged software in information systems research,,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000706,,Same paper as the 1991 row; it cites OECD 2002 for a $196B world packaged software market in 2001,1
total-software,2022,708.5,,,actual,Gartner,"Market Share Analysis: Enterprise Software, Worldwide, 2022",2023-10-03,https://www.gartner.com/en/documents/4801931,grew at a solid double-digit growth rate of 11.3% to $708.5 billion in 2022,"Vendor revenue, enterprise software. Public abstract (see rule 7)",1
total-software,2025,1230,,,forecast,Gartner,Gartner Forecasts Worldwide IT Spending to Grow 9.3% in 2025,2024-10-23,https://www.gartner.com/en/newsroom/press-releases/2024-10-23-gartner-forecasts-worldwide-it-spending-to-grow-nine-point-three-percent-in-2025,Spending on software is expected to increase 14% to $1.23 trillion in 2025,"END-USER SPENDING forecast, not vendor revenue; not comparable to the 2022 row. Later forecasts revised this",1
total-software,2026,1400,1400,,forecast,Gartner,"Gartner Forecasts Worldwide IT Spending to Grow 10.8% in 2026, Totaling $6.15T",2026-02-04,https://www.hpcwire.com/aiwire/2026/02/04/gartner-forecasts-worldwide-it-spending-to-grow-10-8-in-2026-totaling-6-15t/,total software spending will remain above $1.4 trillion,'Above $1.4T'. End-user spending forecast. Reprint (HPCwire) of the Gartner release,1
games,2020,177.8,,,actual,Newzoo,2020 in video games (Wikipedia),,https://en.wikipedia.org/wiki/2020_in_video_games,Newzoo estimated the global market for video games in 2020 was $177.8 billion,Secondary (Wikipedia citing Newzoo). Pre-2025 Newzoo methodology. Excludes hardware,1
games,2024,177.9,,,actual,Newzoo,Newzoo: The Gaming Market in 2024-2027,,https://gamedevreports.substack.com/p/newzoo-the-gaming-market-in-2024,The gaming market's volume was $177.9 billion in 2024,METHODOLOGY CHANGE: restated under Newzoo's 2025 method (previously $184.3B). Secondary (GameDev Reports newsletter). Date not shown; 2025,1
games,2025,201.6,,,actual,Newzoo,Global games revenue breached $200B in 2025,,https://gamesbeat.com/global-games-revenue-breached-200b-in-2025-newzoo/,the titular market closed at $201.6 billion in 2025,Secondary (GamesBeat) on a Newzoo quarterly update. Date not shown; 2026. Excludes hardware,1
foundation-model-apis,2024,3.5,,,actual,Menlo Ventures,"Enterprise LLM Spend Reaches $8.4B as Anthropic Overtakes OpenAI, According to New Menlo Ventures Report on LLM Market",2025-07-31,https://www.globenewswire.com/news-release/2025/07/31/3125037/0/en/Enterprise-LLM-Spend-Reaches-8-4B-as-Anthropic-Overtakes-OpenAI-According-to-New-Menlo-Ventures-Report-on-LLM-Market.html,"rising from $3.5 billion in late 2024, to $8.4 billion","Enterprise model-API spend only; excludes consumer products (ChatGPT, Claude apps). Nov 2024 estimate",1
foundation-model-apis,2025,8.4,,,actual,Menlo Ventures,"Enterprise LLM Spend Reaches $8.4B as Anthropic Overtakes OpenAI, According to New Menlo Ventures Report on LLM Market",2025-07-31,https://www.globenewswire.com/news-release/2025/07/31/3125037/0/en/Enterprise-LLM-Spend-Reaches-8-4B-as-Anthropic-Overtakes-OpenAI-According-to-New-Menlo-Ventures-Report-on-LLM-Market.html,"rising from $3.5 billion in late 2024, to $8.4 billion","MID-2025 figure, not a full-year total. Survey-based estimate (150 respondents). Enterprise API spend only",1
total-software,1995,88,,,actual,OECD (IDC data),Information Technology Outlook 1997,1997,https://web-archive-storage.oecd.org/aemint-web-archive-prod/web-archive/ef/ef110b408944567f5da51a6720e7dd242859136a8f2333c03b161d0f2c5f577b.pdf,"In 1995 the packaged software market in OECD countries was worth US$88 billion, or 94 per cent of the world market.","OECD countries only (=94% of world); implied world total ≈93.6 (88/0.94, derived, not stated). Packaged software only, excludes custom software/services. Underlying data IDC.",2
total-software,1996,109.3,,,actual,OECD,Electronic Commerce: Prices and Consumer Issues / DSTI/ICCP/IE(98)3/FINAL (OECD working paper; Princeton-hosted copy),1998,https://www.princeton.edu/~ina/internet/OECDinternetcommerce.PDF,"Pre-packaged software is the most dynamic software industry segment. Worth $109.3 billion in 1996, it expected to double by 2002 ($221.9 billion).","Worldwide pre-packaged software. OECD working paper, not IT Outlook; hosted on princeton.edu mirror. 2002 value is an old projection (excluded).",2
total-software,1998,72.098,,,actual,US Census,Service Annual Survey: 2000,,https://www2.census.gov/programs-surveys/services/tables/2000/sas/sas00.pdf,"5112 · Software publishers … · 88,042 · 80,959 · 72,098","US only. NAICS 5112 employer firms, USD millions (2000/1999/1998). Includes all publisher revenue (licenses, subscriptions, services). Quote from table row via search snippet; verify on PDF.",2
total-software,2000,88.042,,,actual,US Census,Service Annual Survey: 2000,,https://www2.census.gov/programs-surveys/services/tables/2000/sas/sas00.pdf,"5112 · Software publishers … · 88,042 · 80,959 · 72,098","US only. NAICS 5112 employer firms. SAS 2001 gives 88,618 including nonemployer firms.",2
total-software,2001,196,,,actual,OECD,Information Technology Outlook 2002,2002-06,https://www.oecd.org/content/dam/oecd/en/publications/reports/2002/06/information-technology-outlook-2002_g1gh2563/it_outlook-2002-en.pdf,"World packaged software markets were estimated at USD 196 billion in 2001, 95% of which in OECD countries.",Replacement source (URL) for already-collected 2001=196. Worldwide packaged software. Quote from search snippet; PDF blocks automated fetch.,2
total-software,2005,116.643,,,actual,US Census,Total Revenue for Software Publishers All Establishments Employer Firms (FRED REVEF5112ALLEST),2024-01-31,https://fred.stlouisfed.org/series/REVEF5112ALLEST,"2005: 116,643","US only. Current SAS vintage via FRED (USD millions). Older SAS vintages differ (SAS 2006 gave 121,309 for 2005).",2
total-software,2009,226,,,actual,Gartner,Worldwide enterprise software market grows 8.5% in 2010 (Telecompaper),2011,https://www.telecompaper.com/news/worldwide-enterprise-software-market-grows-8-5-in-2010--801910,"In 2009, worldwide revenue declined 2.5 percent to USD 226 billion.","Gartner vendor revenue, enterprise software (excludes consumer software). Secondary report of Gartner release. Publisher switch from OECD packaged software.",2
total-software,2010,245,,,actual,Gartner,Worldwide enterprise software market grows 8.5% in 2010 (Telecompaper),2011,https://www.telecompaper.com/news/worldwide-enterprise-software-market-grows-8-5-in-2010--801910,total software revenue increasing 8.5 percent annually to a worldwide market size of USD 245 billion,Gartner enterprise software vendor revenue; secondary report of Gartner release.,2
total-software,2010,150.459,,,actual,US Census,Total Revenue for Software Publishers All Establishments Employer Firms (FRED REVEF5112ALLEST),2024-01-31,https://fred.stlouisfed.org/series/REVEF5112ALLEST,"2010: 150,459","US only. NAICS 5112, USD millions.",2
total-software,2012,388.5,,,actual,Gartner,Gartner Says Worldwide Software Market Grew 4.8 Percent in 2013 (APMdigest repost),2014-04,https://www.apmdigest.com/gartner-says-worldwide-software-market-grew-48-percent-in-2013,a 4.8 percent increase from 2012 revenue of $388.5 billion,Gartner total worldwide software vendor revenue (broader than 2009-2010 enterprise-software scope). Repost of Gartner press release of April 2014.,2
total-software,2013,407.3,,,actual,Gartner,Gartner Says Worldwide Software Market Grew 4.8 Percent in 2013 (APMdigest repost),2014-04,https://www.apmdigest.com/gartner-says-worldwide-software-market-grew-48-percent-in-2013,"Worldwide software revenue totaled $407.3 billion in 2013, a 4.8 percent increase from 2012 revenue of $388.5 billion, according to Gartner, Inc.",Gartner total software vendor revenue. Repost of Gartner press release.,2
total-software,2015,222.852,,,actual,US Census,Total Revenue for Software Publishers All Establishments Employer Firms (FRED REVEF5112ALLEST),2024-01-31,https://fred.stlouisfed.org/series/REVEF5112ALLEST,"2015: 222,852","US only. NAICS 5112, USD millions.",2
total-software,2020,350.136,,,actual,US Census,Total Revenue for Software Publishers All Establishments Employer Firms (FRED REVEF5112ALLEST),2024-01-31,https://fred.stlouisfed.org/series/REVEF5112ALLEST,"2020: 350,136","US only. NAICS 5112, USD millions.",2
total-software,2022,453.549,,,actual,US Census,Total Revenue for Software Publishers All Establishments Employer Firms (FRED REVEF5112ALLEST),2024-01-31,https://fred.stlouisfed.org/series/REVEF5112ALLEST,"2022: 453,549","US only. NAICS 5112, USD millions.",2
total-software,2023,785.1,,,actual,Gartner,Market Share: Enterprise Software Worldwide 2023 (research abstract),,https://www.gartner.com/en/documents/5367363,worldwide enterprise software revenue totaled $785.1 billion in 2023,Gartner public research abstract (flag). Enterprise software vendor revenue; same series as already-collected 2022=708.5/708.6.,2
total-software,2024,553.451,,,actual,US BLS,Sectoral Output for Information: Software Publishers (NAICS 5112) (FRED IPUJN5112T300000000),2026-06-03,https://fred.stlouisfed.org/series/IPUJN5112T300000000,"2024: 553,450.741","US only. BLS sectoral output (gross output net of intra-industry shipments), NOT Census revenue; slightly different concept (BLS 2022=456.4 vs Census 453.5).",2
total-software,2025,1254.449,,,actual,Gartner,Gartner Forecasts Worldwide IT Spending to Grow 13.5% in 2026 Totaling $6.31 Trillion,2026-04-22,https://www.gartner.com/en/newsroom/press-releases/2026-04-22-gartner-forecasts-worldwide-it-spending-to-grow-13-point-5-percent-in-2026-totaling-6-point-31-trillion-dollars,"Software · 1,254,449 · 12.8 · 1,443,621 · 15.1","Gartner END-USER SPENDING on software (USD millions), not vendor revenue; includes SaaS/application + infrastructure software. ~60% above 2023 revenue series = definition jump. Replaces the already-collected 2025 1230 forecast with a post-year estimate.",2
total-software,2026,1443.621,,,forecast,Gartner,Gartner Forecasts Worldwide IT Spending to Grow 13.5% in 2026 Totaling $6.31 Trillion,2026-04-22,https://www.gartner.com/en/newsroom/press-releases/2026-04-22-gartner-forecasts-worldwide-it-spending-to-grow-13-point-5-percent-in-2026-totaling-6-point-31-trillion-dollars,"Software · 1,254,449 · 12.8 · 1,443,621 · 15.1","Gartner end-user spending forecast. Gartner's newer forecast of 27 Jul 2026 (total IT $6.37T) reportedly raises 2026 software spending to US$1.47T (+15.5%), per secondary coverage (BW Businessworld: 'software spending is expected to grow 15.5 per cent to USD 1.47 trillion'; Dataconomy reports the same). Swap in 1470 for the latest vintage; this line was not read from Gartner's own table.",2
crm,2014,23.2,,,actual,Gartner,Gartner CRM Market Share Update: 47% Of All CRM Systems Are SaaS-Based (Forbes),2015-05-22,https://www.forbes.com/sites/louiscolumbus/2015/05/22/gartner-crm-market-share-update-47-of-all-crm-systems-are-saas-based-salesforce-accelerates-lead/,"The worldwide CRM market grew 13.3% in the last year, from $20.4B in 2013 to $23.2B in 2014.",Secondary (Forbes contributor) summarising Gartner market share report. Restated to 23.4 in the 2016 release.,2
crm,2015,26.3,,,actual,Gartner,2015 Gartner CRM Market Share Analysis Shows Salesforce In The Lead (Forbes),2016-05-28,https://www.forbes.com/sites/louiscolumbus/2016/05/28/2015-gartner-crm-market-share-analysis-shows-salesforce-in-the-lead-growing-faster-than-market/,"Worldwide customer relationship management (CRM) software totaled $26.3B in 2015, up 12.3% from $23.4B in 2014.",Secondary summary of Gartner press release 'CRM Software Market Grew 12.3 Percent'. Note 2014 restated 23.2->23.4.,2
crm,2019,61.6,,,actual,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,The worldwide CRM market grew from $61.6 billion in 2019.,Gartner 'Customer Experience and Relationship Management' scope (broader than pre-2018 CRM). Blog quoting paywalled Gartner report.,2
crm,2020,69.3,,,actual,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,The CRM market grew 12.6% to $69.3 billion in 2020,CX & relationship management scope; blog quoting paywalled Gartner report.,2
security-software,2010,16.5,,,actual,Gartner,Security software revenue grows 12% to USD 16.5 bln in 2010 (Telecompaper),2011,https://www.telecompaper.com/news/security-software-revenue-grows-12-to-usd-16-5-bln-in-2010--808027,"Worldwide security software revenue totalled USD 16.5 billion in 2010, a 12 percent increase from 2009 revenue of USD 14.7 billion",Gartner vendor revenue (market share series). 2009 shown as 14.7 here vs 14.8 already collected (minor restatement).,2
security-software,2014,21.276,,,actual,Gartner,Gartner Says Worldwide Security Software Market Grew 3.7 Percent in 2015,2016-07-14,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,"Total | 22,071 | 100.0 | 21,276 | 3.7","Restated 2014 base (USD millions); 2015 release had 21,422. Use as better-sourced replacement if you want the same vintage as 2015=22.1.",2
security-software,2016,23.6,,,actual,Gartner,Market Share: Security Software Worldwide 2016 (research abstract),2017-04-28,https://www.gartner.com/en/documents/3698417,"The security software market grew 8.2% in 2016, touching $23.6 billion in revenue",Gartner public research abstract (flag). Vendor revenue series. Implied restated 2015 base ≈21.8. Last point of the vendor-revenue series found.,2
security-software,2023,76.574,,,actual,Gartner,Gartner Forecasts Global Information Security Spending to Grow 15% in 2025,2024-08-28,https://www.gartner.com/en/newsroom/press-releases/2024-08-28-gartner-forecasts-global-information-security-spending-to-grow-15-percent-in-2025,"Security Software · 76,574 · 13.6 · 87,481 · 14.2 · 100,692 · 15.1","END-USER SPENDING series (USD millions; columns 2023/2024/2025), not vendor revenue. This vintage's 2024 (87.5) was later restated to 95.0 - treat 2023 as low relative to the July 2025 vintage.",2
security-software,2025,105.94,,,forecast,Gartner,Gartner Forecasts Worldwide End-User Spending on Information Security to Total $213 Billion in 2025,2025-07-29,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,"Security Software | 94,960 | 105,940 | 121,154",End-user spending (USD millions; 2024/2025/2026). Same vintage as already-collected 2024=95.0. Published mid-2025 so kind=forecast; no post-year actual found.,2
security-software,2026,121.154,,,forecast,Gartner,Gartner Forecasts Worldwide End-User Spending on Information Security to Total $213 Billion in 2025,2025-07-29,https://www.gartner.com/en/newsroom/press-releases/2025-07-29-gartner-forecasts-worldwide-end-user-spending-on-information-security-to-total-213-billion-us-dollars-in-2025,"Security Software | 94,960 | 105,940 | 121,154",End-user spending forecast.,2
erp,2011,23.3,,,actual,Gartner,ERP systems (global market) - TAdviser,2012,https://tadviser.com/index.php/Article:ERP_systems_(global_market),"Compared to 2010, it increased by 10% to $23.3 billion.",Secondary (TAdviser) summary of Gartner; text refers to revenue 'from license sales' - scope ambiguous (license vs total software revenue). Not comparable to 2018+ Gartner ERP series. Low confidence.,2
operating-systems,2009,28.142,,,actual,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"Total | 30,350 | 100.0 | 28,142 | 100.0 | 7.8",Client + server OS vendor revenue (USD millions). Repost of Gartner press release.,2
operating-systems,2010,30.35,,,actual,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"worldwide operating system (OS) revenue totaled $30.4 billion in 2010, a 7.8 percent increase from 2009",Client + server OS vendor revenue.,2
games,2016,99.6,,,forecast,Newzoo,Newzoo: Global Games Market To Reach $99.6 Billion In 2016 (AListDaily),2016,https://www.alistdaily.com/digital/newzoo-global-games-market-reaches-99-6-billion/,"gamers worldwide will generate a total of $99.6 billion in revenues in 2016, an 8.5 percent increase from 2015","Same-year Newzoo estimate (no final restated figure found); consumer spend, excludes hardware and ads. Implied 2015 ≈91.8. Pre-2020 Newzoo methodology differs from current.",2
games,2017,108.9,,,forecast,Newzoo,The Global Standing of Video Games (MSU globalEDGE),2017,https://globaledge.msu.edu/blog/postamp/54524/the-global-standing-of-video-games,help the market value grow 7.8 percent to $108.9 billion in 2017,Same-year Newzoo estimate via secondary blog. Older methodology.,2
games,2019,152.1,,,forecast,Newzoo,World electronic gaming revenues to grow 9.6% to $152.1 billion in 2019 (Reuters via Euronews),2019-06-18,https://www.euronews.com/2019/06/18/world-electronic-gaming-revenues-to-grow-9-point-6-percent-to-152-point-1-billion-in-2019-report,The global video and electronic games market will generate $152.1 billion (£121 billion) in 2019,Same-year Newzoo estimate; later Newzoo vintages restated upward (cf. 2020: 159.3 forecast vs 177.8 restated).,2
games,2022,203.1,,,forecast,Newzoo,Newzoo: Global Gaming Market will surpass $200B in 2022 (GameDev Reports),2022,https://gamedevreports.substack.com/p/newzoo-global-gaming-market-will,Newzoo forecasts that by the end of 2022 the global gaming market will reach $203.1B,Same-year estimate; Newzoo later revised 2022 down (market declined). Use with caution.,2
games,2024,182.7,,,actual,Newzoo,Newzoo has once again revised its 2024 report - it's final now (GameDev Reports),2025,https://gamedevreports.substack.com/p/newzoo-has-once-again-revised-its,Newzoo’s final figure for 2024 is $182.7 billion (+3.2% YoY).,Final restated value; replaces already-collected 177.9 (Q1'25 interim revision; original 184.3). Secondary newsletter summarising Newzoo.,2
games,2025,188.8,,,forecast,Newzoo,Newzoo: The Games Market in 2025 (GameDev Reports),2025-09,https://gamedevreports.substack.com/p/newzoo-the-games-market-in-2025,"Total games market revenue in 2025 will reach $188.8 billion, which is +3.4% compared to 2024.","SUPERSEDED September 2025 forecast. Newzoo's final 2025 estimate is US$201.6B (+9.1% YoY), matching the already-collected 201.6 (GameDev Reports: 'Newzoo's final estimate puts the 2025 market at $201.6 billion, above its September 2025 forecast of $188.8 billion'; GamesBeat: market 'closed at $201.6 billion in 2025'). Keep the collected 201.6 and drop this row for the slider. Excludes hardware.",2
games,2026,213.9,,,forecast,Newzoo,Global games market to reach $213.9 billion as player base hits 3.7 billion: Newzoo Report,2026,https://www.medianews4u.com/global-games-market-to-reach-213-9-billion-as-player-base-hits-3-7-billion-newzoo-report/,"The global games market is forecast to generate $213.9 billion in 2026, marking 6.1% year-on-year growth",6.1% growth implies 2025 base ≈201.6 - matches already-collected 2025=201.6 (newer vintage than 188.8). Secondary report.,2
