market_id,year,company,share_percent,publisher,source_title,source_date,url,quote,batch
crm,2017,Salesforce,18.3,Gartner,Gartner Says Worldwide Customer Experience and Relationship Management Software Market Grew 15.6% in 2018,2019-06-17,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,"Salesforce | 9,420.5 | 19.5 | 7,648.1 | 18.3",2
crm,2017,SAP,8.3,Gartner,Gartner Says Worldwide Customer Experience and Relationship Management Software Market Grew 15.6% in 2018,2019-06-17,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,"SAP | 4,012.2 | 8.3 | 3,474.4 | 8.3",2
crm,2018,Salesforce,19.5,Gartner,Gartner Says Worldwide Customer Experience and Relationship Management Software Market Grew 15.6% in 2018,2019-06-17,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,"Salesforce | 9,420.5 | 19.5 | 7,648.1 | 18.3",2
crm,2018,SAP,8.3,Gartner,Gartner Says Worldwide Customer Experience and Relationship Management Software Market Grew 15.6% in 2018,2019-06-17,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,"SAP | 4,012.2 | 8.3 | 3,474.4 | 8.3",2
crm,2019,SAP,5.7,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,"SAP and Oracle each witnessed a slight decrease in market share to 5.2% and 4.4%, respectively, in 2020, down slightly from 5.7% and 4.7% in 2019",2
crm,2019,Oracle,4.7,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,"SAP and Oracle each witnessed a slight decrease in market share to 5.2% and 4.4%, respectively, in 2020, down slightly from 5.7% and 4.7% in 2019",2
crm,2020,SAP,5.2,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,"SAP and Oracle each witnessed a slight decrease in market share to 5.2% and 4.4%, respectively, in 2020, down slightly from 5.7% and 4.7% in 2019",2
crm,2020,Oracle,4.4,Gartner,Four Interesting Insights From Gartner 2020 CRM Market Share Update,2021-07-09,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,"SAP and Oracle each witnessed a slight decrease in market share to 5.2% and 4.4%, respectively, in 2020, down slightly from 5.7% and 4.7% in 2019",2
databases,2005,Oracle,48.6,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",2
databases,2005,IBM,22,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",2
databases,2005,Microsoft,15,Gartner,Relational Database Market Due for a Shakeup (Selling Power),2010-01-13,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,"According to Gartner, the three largest vendors in terms of revenue market share in 2005 were Oracle (48.6 percent), IBM (22 percent), and Microsoft (15 percent).",2
security-software,2014,Symantec,17.2,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014,2015-05-27,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,"Symantec | 3,690 | 17.2 | 3,738 | -1.3",2
security-software,2014,Intel,8.5,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014,2015-05-27,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,"Intel | 1,825 | 8.5 | 1,745 | 4.6",2
security-software,2014,IBM,6.9,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014,2015-05-27,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,"IBM | 1,486 | 6.9 | 1,270 | 17.0",2
security-software,2014,Trend Micro,4.9,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014,2015-05-27,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,"Trend Micro | 1,052 | 4.9 | 1,110 | -5.2",2
security-software,2014,EMC,3.7,Gartner,Gartner Says Worldwide Security Software Market Grew 5.3 Percent in 2014,2015-05-27,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,EMC | 798.0 | 3.7 | 760 | 5.0,2
operating-systems,2009,Microsoft,77.9,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"Microsoft | 23,848 | 78.6 | 21,926 | 77.9 | 8.8",2
operating-systems,2009,IBM,7.7,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"IBM | 2,284 | 7.5 | 2,163 | 7.7 | 5.6",2
operating-systems,2009,HP,3.9,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"HP | 1,125 | 3.7 | 1,109 | 3.9 | 1.4",2
operating-systems,2009,Red Hat,1.8,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,Red Hat | 610 | 2.0 | 517 | 1.8 | 18.0,2
operating-systems,2009,Apple,1.6,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,Apple | 520 | 1.7 | 449 | 1.6 | 15.8,2
operating-systems,2010,Microsoft,78.6,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"Microsoft maintained its leading position in the overall OS market, with 78.6 percent market share",2
operating-systems,2010,IBM,7.5,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"The distant second- and third-place vendors were IBM and HP, with 7.5 percent and 3.7 percent share, respectively.",2
operating-systems,2010,HP,3.7,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"The distant second- and third-place vendors were IBM and HP, with 7.5 percent and 3.7 percent share, respectively.",2
operating-systems,2010,Oracle,2.6,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,"Oracle | 780 | 2.6 | 10 | 0.0 | 7,682.8",2
operating-systems,2010,Red Hat,2.0,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,Red Hat | 610 | 2.0 | 517 | 1.8 | 18.0,2
operating-systems,2010,Apple,1.7,Gartner,Gartner Says Worldwide Operating System Software Market Grew to $30.4 Billion in 2010 (YourStory repost),2011-04-28,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,Apple | 520 | 1.7 | 449 | 1.6 | 15.8,2
erp,2012,SAP,24.6,Gartner,worldwide market share Archives - Software Strategies Blog,2013,https://softwarestrategiesblog.com/tag/worldwide-market-share/,"SAP had just over $6B in total ERP software revenue in 2012, leading the worldwide market with 24.6% market share",2
foundation-model-apis,2023,Anthropic,12,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"We estimate Anthropic now earns 40% of enterprise LLM spend, up from 24% last year and 12% in 2023",2
foundation-model-apis,2023,OpenAI,50,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"OpenAI lost nearly half of its enterprise share, falling to 27% from 50% in 2023",2
foundation-model-apis,2024,Anthropic,24,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"We estimate Anthropic now earns 40% of enterprise LLM spend, up from 24% last year and 12% in 2023",2
foundation-model-apis,2024,OpenAI,34,Menlo Ventures,2024: The State of Generative AI in the Enterprise,2024-11-20,https://menlovc.com/2024-the-state-of-generative-ai-in-the-enterprise/,"OpenAI's early mover advantage has eroded somewhat, with enterprise market share dropping from 50% to 34%.",2
foundation-model-apis,2025,Anthropic,40,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Anthropic commands 40% enterprise LLM API market share, compared to 27% for OpenAI",2
foundation-model-apis,2025,OpenAI,27,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Anthropic commands 40% enterprise LLM API market share, compared to 27% for OpenAI",2
foundation-model-apis,2025,Google,21,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Google also saw significant gains, increasing its enterprise share from 7% in 2023 to 21% in 2025.",2
foundation-model-apis,2023,Google,7,Menlo Ventures,2025: The State of Generative AI in the Enterprise,2025-12-09,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,"Google also saw significant gains, increasing its enterprise share from 7% in 2023 to 21% in 2025.",2
